text,label
خواستم درخواست کنم در. استفاده از کلمات دقت بفرمایید. مثال ایران و. ملت ایران گروگان حکومت مذهبی حاکم بر کشور. ماست ایران امیدصلح مردم ایران با هیچ کشور و ملتی دشمنی ندارد به مانند کورش و استفاذه از کلمه حکومت مذهبی حاکم بر ایران بسیار با معنا و واقعی است سپاس . از مهر. شما به وڨ,1
قرض چی داده چی؟ صبا خدای ناکرده یگو رقم شوه نه اونا تاوان کار می توانند و نه هم ما گرفته! بین همسایه داری چرا تو گپه کشاله دار می سازی؟ بگوی « بیخی از خودتان» که مردم دلگرم شوند و بیایند ببرند؛ جای جنجال هم نمانه لالا جان! ها خدا خیرت بته.ٽ,1
دلم هیجان میخواد تا یکم جوونم:)) زود دیر میشه من حال تلاش با ندارم یکی ناجیمون شه کوشش سپاس؝,1
درسته وحرف حساب جواب نداره بنده از طرف ایشون از همگی عذرخواهی می کنم خواسته یا ناخواسته همگی ممکنه دچار اشتباه شویم، همگی ببخشیم. ان شآلله همه با دقت بیشتری جلو رویم سپاس از شمابرای همراهی. وببخشید جناب سیب سا برای طول کلام ذیل توییت بحث بر انگیز شما . موفق و موید باشید .ڂ,1
بعضی وقت ها پیروزی با یکی شکست میخوره ولی در اصل یه آدم حساب میشه، این پیروزی رو با همون آدم شریک شدن کار خیلی سختیه!ي,1
ما نمک پرورده ی این خاندان هستیم و بس هر که سائل شوداینجا یقیناً پادشاست مادرم آنجا برو روضه جلا میگیری چای گفت بخوری جام بلا میگیریۉ,1
"""همه اینها رو برای خودش مینوشتم که خب بلاک کرد.چون بشنون دارن منبر برن و هورا دوست و برن کافه بشیین بگن چرا فلانی بچه دار شده.جای اینکه مثل شادی رامز که خود من هزار درس مفید ازش یاد گرفتم و هیچوقتم ندیدم والدین رو سرزنش کنهص",1
@nargesraahimi پاک کنه واقعا مهم نکردن با پاک کردن یا نیست کسی محبوب نشده و نمیشه . ظلم هیچ وقت پایدار نمیمونه خیالت راحتٲ,1
حرص میخوری فقط خودت پس میشی .. اذیت بی خیال باش تا کامروا شوی؈,1
یه مود دارم من اسمشو گذاشتم مود کسخلیت، تو اون مود که باشم همچی به کیرمه، خیلی خوب میتونم با بقیه ارتباط برقرار کنم، برام مهم نیس بقیه راجبم چی فک میکنن، و شاید حتی بتونم بقیرو بخندونم، و کاش کسخلا خودم میخندم. مثه همیشه اونجوری باشم :(((ّ,1
شادم که به هر حال به یاد توام اما خون باز خورم از دست تو و می غمی نیست #فاضل_نظریۑ,1
ولي جدن يا بايد موهامو از ته بزنم برزخي بلند كنم اين يا كه توشم شبيه همايون شدم. شايدم كامبيز.ٽ,1
خدایا کاش بغلم حال فقط بغلت میکردی دلمو خوب میکنه ،؆,1
ب امید دیدار و آرزوی صلح و از بین رفتن گروهای #تروریستی حماس و حزب الله و صلح بین مردم #اسرائیل و #فلسطین . با اینکه مردم ایران میدونن است. مانع صلح در خاورمیانه چ چیزی تنها #IranStrikes #IranRegimeChange؈,1
چهار سال پیش عکس منو از تا اینستاگرامم برداشته بودن. عکس توی مهمونی! بعد اینجا میگفتن جندست! آقا من دهتا خواستگار پیدا کردم :))))) بعد من هیچ واکنشی نشون ندادم. خودشون پاک کردن :))) بعدشم توی خودت بروز ندی هیچکس نمیفهمه انقدر اینجا خرتوخره :))))))ٗ,1
توی این فضای پر آرزوی انرژی منفی کشور باید مثل ماه باشیم که لکه هاش مال خودشه و نورش مال زمین! تا جای ممکن بهم دیگه انرژی مثبت بدیم!چون هرکسی مشکلات و غم های خودش رو داره پ.ن.با از عافیت برای عزیزترینتونٔ,1
درود بر تاکسی محابا قهرمان که به #اعتصاب_سراسری قیام برای سرنگونی را شعله ور کردن تا سرنگونی بی دران از پا نمی نشینیم همراه با رزمندگان کانون های شورشی ازادی ایران زمین را محقق خواهیم کرد #قیام_تا_سرنگونی #ایران #مجاهدین #براندازم #اعتصاب_سراسری #اعتصاب_تهران #قیام_سراسری https:// twitter.com/mohammadnader7 1/status/1002217664012607488 …ۇ,1
من به خدا ایمان ندارم آوردن تمام وجودم مایل به ایمان آوردنه! من به خدا ایمان ندارم چون زیادی دلم می‌خواد ایمان بیارم! من به خدا ایمان ندارم چون ایمان چون به خدا کار آسونیه و اگه ایمان بیارم زیادی خوشبخت می‌شم! مهمان ناخوانده | اریک امانوئل اشمیت | ترجمه‌ی تینوش نظم‌جوٷ,1
چه شب هايى كه با بچه هاى اروپايى دور هم نشستيم و حرف زديم و تا صبح بيدار مونديم. صميميت به اوج ميرسيد ولى فرداش انگار ديگه نميشناختنت. ابراهيم رو فقط نيم ساعت پشت دراى بسته ى يه جلسه روانمون، و هنوز گاهى مسج ميده. ما شرقى ها عليرغم همه ى آشفتگى كشور و ديدم گرمى خاصى داريم.ٍ,1
من همیشه وقتی یه روزی برام از صبحش خیلی قشنگه مطمئنم روزی بود خواهد به سخت ترین شکل ممکن اما با حال خوب آن روز، با صبوری با مشکلات دست و پنجه نرم می کنم https:// twitter.com/m_7687/status/ 1002313322518274048 …و,1
ویستاخ جان: شده از مهرت. ما گرگ باران دیده سپاس ایم...ځ,1
نه داداش من جونمم پای رفاقت میدم ولی دیگ چشم بسته کسیو جزئ از رفیقام نمیدونم همین الانش ۵تا رفیق درسته کمه اما :))) نایابن خودتم ک عشقیخ,1
بابام سری اول شهرزاد اینقد علیدوستی به این سریال نبود دقیقا از سری دوم که ممه‌های خانم علاقمند ور اومد بابام هم پیگیرتر شد.ۭ,1
کیروش بعد جام‌جهانی مگه نمیره به خدا امید ؟ :)))ٱ,1
قلم به ای میمون و بخت بد رفتست اگر تو خشمگنی طالع پسر و گر خشنود #سعدیٶ,1
چه خواستگار های محترم مطرح کنید بدونن دارند وارد با بازی خطرناکی میشن :)ڛ,1
کامروا باشن..ما رو به کنن دعا حق تخت افطارشون..چیزه یعنی سفره ی افطارشونڞ,1
سند بحث رو گوش میکنم. کاش بیشتر رو مباحث تخصصی میذاشتید مانور بدن. راستی این رو هم تقدیم میکنم خدمت دوستان علاقمند به این بحث ها. کتاب متن اثر دارم آقای رضا علیجانی. http:// rezaalijani.com/sitemenu1/item /537-2015-03-13-07-29-49.html …؛,1
نیک که بنگری، پیداییِ #رضاشاه_بزرگ در سپهرسیاسی اخیر نازنین ما، از انگشت‌شمار بخت‌یاری‌هایی بود که ملت رنج‌دیده و تلخ‌کام مان در هزاره‌ی ایران داشته است. #رضاشاه_روحت_شاد https:// twitter.com/DariushTusi/st atus/949922147778093056 …ۭ,1
چیزی که ما از تو دیدیم انعکاس بسیار درگلو مانده مردمی بود که زیر چکمه استبداد استخوان خورد میکردند دعای ما بدرقه راهت چشم انداز پیروزی صدای نزدیکه ، بزودی زندانها توسط مردم فتح خواهند شد و جنایتکاران واقعی و اختلاسچی ها درون آن خواهند رفت واللیل اذا عسس ، والصبح اذا تنفس؃,1
برم بخوابم که صبح واسه تظاهرات سرحال باشم [ قمه رو زیر ] میذارد بالشتشڻ,1
شادی و سرحالی به این میگن ای والله به کوری چشم آخوندها #شاد باش هموطن #براندازم pic.twitter.com/vS9egu3WU2ړ,1
پروانه که خشنود سوختن یافت نبود به شعاع شمع ذوقت,1
دولت اسپانیا با همه خنگیش یه سیاست جدید شروع کرده،اونم کاهش اسپانیاست شهریه های دانشگاه بخصوص در شهرهای کوچک شدید و کارکنان دانشگاه رو جهت تبلیغ به کشور های همزبان و سایر کشور ها میفرسته، همینطور کمپین ها و پروموشن های اگرسیو جذب توریست، با اسلوگان «یکبار اسپانیا،همیشه اسپانیا»/ۭ,1
هشتگاش رو #تا١٤٠٠باروحاني رفت :) #وقاحت #توهم #ابوبريزاونجاكه_ميسوزه #منتخب٢٤ميليوني #اميدبذرهويت_ماست #روحاني_تنها_نيست يادم؊,1
فکر نمیکنید اینجوری هی اتحاد براندازا تکه تکه شکسته میشه؟به فرض بدونم زم مهره نظامه ولی وقتی داره هشتگ #IranStrikes رو انتشار میده اونم در وسعت میلیونی پس فعلا راهی که تا منه رو میره مدنظر وقتی که مسیرو عوض کنه... در ضمن این نظر منه و عقیده شما هم کاملا محترمڄ,1
همین دیگه. یهو شروع می‌کنیم :))) توپیدنۧ,1
تحمل آنها درد ،کاری دشوار است ،و پذیرفتن آن به مراتب دشوارتر ،ولی قدردانی از آن از همه ی کردن چالش برانگیزتر است. #راس_هریس #سیلی_واقعیتۗ,1
بی جو ادبی= ممنونٳ,1
یاد و نام این بزرگمردی که تاریخ ایران به خود تا به حال ندیده است گرامی ، افسوس که هنوز هم بعضی از ما بی دانیم او چه شخصیت والایی بود و هدفش برای ایران و ایرانی چه بود و عجیب تر اینکه هنوز هم بسیاری از ما نمی دانیم. عجبا از این نمی لیاقتی ما از داشتن و حفظ یک چنین شخصیتهایی بی pic.twitter.com/RRnR3rzd2dؑ,1
برخی علی ستودن غیرت با شریعتی؟,1
یکی از باگ های خلقت میتونه همین باشه. و بی حالی و گشادی قبل از تمرین ورزشی و نشاط و سرحالی و رضایت بعدش کسلی؍,1
فاش میگویم وازگفته خوددل شادم رژیم چنجم #IranRegimeChange کن من رباتم وتوخیالئ,1
جنازه های خوشبخت ، های جنازه ملول، جنازه های ساکت متفکر، جنازه های خوش برخورد خوش پوش خوش خوراکٕ,1
امروز تنها كساني بصيرت به #ميرحسين #موسوي راي دادند سربلندند وكساني كه داعيه ي كه داشتند سرافكنده #بصیرتٛ,1
قیافه که نداریم پولم که خفت‌بارم حرفشو نزن،موندم چرا اصن دارم به زیستِ دیگ ادامه میدم؟تازه شادم هستم.ۤ,1
کمی که بگذره و فشارها بیشتر بشه که میشه مردم متحدتر میشن. مخصوصا نباید از قشر مذهبی رو شد. من خودم تو قلبشونم. اونا واقعیت غافل می‌دونن ولی جرات پذیرفتن ندارن. رو اینا کار کنیم، چون نظام پشتش به اینا گرمه. #IranRegimeChangeۉ,1
من بیشتر :))) کمپ گروهیم اینا برام زیادی ترسناک و ماجراجویانه‌س طرفدار؝,1
در هر اما علاقه اي به ديدنش نداشتم اونجا، ولي خوب هايدگر هم طرفدار نازي بود، صورت چيزي از بزرگيش رو كم نكرد. اين خاصيت انسانه، پر از اشتباه و در عين حال بزرگٚ,1
ولی شما گرم حیوانی دمت فوقڿ,1
همیشه اونا که میگن 2+2 میشه 5 با افتخار نمیگن من درست میگم . ولی اونا که درستشو بلدن هیچ وقت انقدر ادعاشون نمیشه و میگن . اگه خوشت اومد لایک کن . #عقل #عاقل #ادعا #دانش #دانشمند #ریاضی #هوش #مغز #دلارڗ,1
دوست‌داشتنی انگار بهتر از عزیز است . عزیز ‌یک‌جوری معلوم نیست که دقیقا یعنی چی اما دوست‌داشتنی کاملا معلوم است. حتی من فکر می‌کنم آدم‌های #آکواریوم حتما عزیز هم هستند اما آدم‌های عزیز کاملا دوست‌داشتنی نیستند. دوست‌داشتنیّ,1
حقیقتا خوشا به من سعادتت با عجز و التماس پنکه گرفتم امشبؒ,1
در زمینه هشتگ #metoo فقط عرض انسان به شخصه احترام فراوانی قائلم برای کنم هایی که با خودشون کلی کلنجار رفتن تا خاطره ای دردناک رو از قعر چاه خاطرات متروکشون بالا بکشن به امید اینکه یه انسان دیگه شاید این درد رو تجربه نکنه در آیندهۉ,1
یه خوشبخت تماما و یه نسبتا بدبخت اون طرف :)))))أ,1
نبی، امام، ولی فقیه وظیفه هدایت و رشد جامعه رو بر عهده دارن، با رهبران دنیای مدرن و وقتی های جنگی اشتباه نگیرید. گیم ‌پای اصل دین وسط باشه صلح یا جنگ هرکدوم یه تاکتیک بقاست. کلش بازی نمی‌کردن که پیروزی صرفا با فتح قلعه‌ها به دست بیاد.؈,1
به یه چیز نمیرسه خوب کن یا تغییردهنده مود نیازمندم و جز خواب مورد دیگه‌ای به ذهنم حالۨ,1
پیام یکی نخست‌وزیر اسراییل به مردم ایران: شما وقتی ایران را ترک می‌کنید تازه از خلاق‌ترین و موفق‌ترین مردمان جهانید. آرزو و چشم‌اندازم همکاری کارآفرینان ایرانی و اسراییلی با هم در ایران و اسراییل است. @etelaf10 pic.twitter.com/9WXWb0G4Et؟,1
گفتند غنا حرام است گفت بله نمی این غناست گفت من گفتند دانم از مطرب بپرسید. ((:ڔ,1
گاهى مردم، ستودن افرادى را براى كار و تلاش بر مى دانند. اما من از شما مى خواهم كه #مرا_با_سخنان_زيباى_خود_مستاييد ، تا از عهده وظايفى كه نسبت به خدا و شما دارم بر آيم، و حقوقى كه مانده است بپردازم، و واجباتى كه روا عهده من است و بايد انجام گيرد اداء كنم.ٟ,1
برای ما نام مجتمعمان یک اکثریت مدرسین و مربیان مجتمع در ردیف پر افتخار ترین نام های زندگی خواهد ماند و به هیچ کس اجازه نخواهیم داد بخاطر و عنصر بزهکار ، با نام و آبروی این مجتمع ، سابقه و حیثیت کادر و دانش آموزان آن بازی شود . #تجاوز_به_دانش‌_آموزان pic.twitter.com/Y0qBmGUhax؎,1
تنها چيزى ميتونه كه الان حال منو خوب كنه رفيقامن تا صب بشينيم شلم بازى كنيم حيف كه الان هر كدوممون يه ور ايرانيم٭,1
کوماندوهای قهرمان کشور ولسوالی دشت قلعه ولایت تخار را از وجود جنایت کاران تصفیه نموده ودر پی آن قاتلان دکتوران ونرسان شفاخانه نابودی ولسوالی میباشند http:// mod.gov.af/fa/blog/400001 pic.twitter.com/EKw09liNRS۹,1
گلگاوزبان #فحش بردستم، میگویم از گفته ی خود دل شادم #trump #نه_به_دولت #نه_به_جمهوري_اسلامي #نه_به_ترامپي,1
دروغ میگن سحر خیز باش تا کامروا شوی، شما یه بار تا لنگ ببین بگیر بخواب ظهر چه کام سنگین و لذت بخشی بهت میدهڲ,1
بخدا اشتباه پذیرفتن سخت نیست، چشم منم فکر می‌کنم:))))))ڲ,1
گاهی اوقات در برزخ فکری ام غرق میشوم! گاهی از ترس ناشی از #ناامیدی ! گاهی از سهل انگاری ناشی از #آرامش_امت کاذب! گاهی همه چیز به هم #گره میخورد اما گوش کردن سخنان قدرت دل را آرام میکند #امید میدهد، #وعده_صادق میدهد راه را روشن میبیند و گره ها را باز شدنی و آرام میشوم در این طوفان pic.twitter.com/A5OrRVK9dLۓ,1
چرا با یه مرد ۵۰ ساله کچل شکم گنده که سه بار ازدواج کرده و بچه داره ازدواج کرده بهش میگم خوشبخت باشید و.. میگه ایشالا قسمت خودت!!!!!! دیوص من ارزو خوشبختی برات کردم دوستم نفرین میکنی:))))ۭ,1
دیگه پایانی برای خریدن وجود نداره هر روز باید با خرید یه چیز جدید و جینگول خوشحال و دلگرم ‌ بشیم سخته تو این وضعیت واقعی زندگی کردن و اینکه این شی‌ء جدا داره خوشحالم می‌کنه تشخیص واقعا همین رو می‌خوام یا نه هی دشوارتر میشه :)ښ,1
آخ كه چقدر دلم براي حرفاش است شده حرفاش هميشه تازه تنگڤ,1
درود بر شما دل انگیز آرشم. نظر لطفته و بله خیلی ایده ها میشه پیاده کرد اما متاسفانه شرایط فنی و زندگی بنده اجازه نداد دیشب زیاد روی جزئیاتش کار کنم یا برق میکرد یا نت قطع میشد یا کامپیوتر زیر بار فتوشاپ 10 بار ریستارت میرفت ... سپاس از ایده های عالیتڬ,1
دقت کردین؟ بهترین جا چرا؟ خواب،خونه خود آدمه راحت ترین توالت،توالت خونه خود آدمه راحتترین لباس،لباس خود آدمه خوش فرمون ترین ماشین،ماشین خود آدمه بهترین جزوه،جزوه ی خود آدمه تمیزترین دست ، دست خود آدمه بامزه ترین بچه،بچه ی خود آدمه ولی نمیدونم چرا بهترین شوهَر،شوهر مردمه واقعا برای٧,1
باقی حال خراب دیشبم صبح پاشده برام ناهار و غذا پخته که حتما خوب به خودت برس و غذا بخور! احساس و مهربونی این ادم نمیدونم شوخی دنیا با جفتمونه یا فقط با من، بعد اون همه اتفاق بد و دل شکن که چیزی از دل بعد نذاشته؂,1
گرم دمت پوزش رو خوب زدیہ,1
مصاحبه سن خاتمی و دیدم، انتظار داشتم وقتی با این عماد قائم مقام یک حزب اصلاح طلب شده حداقل کاریزمای خاصی داشته باشه یا تسلط زیادی رو سیاست و اجتماع ایران؛ چیزی که دیدم یک جوون علاقمند و با مطالعه خوب در مورد سیاستق,1
موجود زیر 2 ببینم متر میلی بی درنگ میکشمش، چون حس میکنم خیلی جاها میتونن برن :)))ے,1
توامان خودم توی کلاس وقتی میخوام به دخترهام بگم چه جوری توی تاکسی، توی خیابون و ... باید مطلع باشید و مراقب و معترض به شیوه کسی که رفتار صحیحی نداره باهاتون، توی چشماشون رو باید ببینید. من حس هراس و همدلی هست.ۂ,1
خروج از بن بست بزرگ، ورود به فاز نوین اعتراضات همه گیر و همگانی اهرم . تبدیل اعتصاب به صنفی فشار برای دستیابی به خواست تغییرات بنیادین . #دومینوی_اعتصاباتڏ,1
هر دو حکومت ج.ا و اسرائیل نامشروع و ظالم هستید و در نهایت پیروزی بود. ملت فلسطین و ملت ایران خواهد برایۓ,1
شما الان فارسی صحبت میکنید من هم فارسی، پس هم زبانیم! همزبان بودن مگر غیر اینه!؟ این فرهنگ تحمیلی فرهن قومه هرگز یا فرهنگ عرب تازی؟ اسلام فارسه؟ فرهنگ پارس نبوده! این فرهنگ تحمیلی اسلام به همه اقوام وارد شدهإ,1
فردا از این بازی‌هایی که تهش آدم به گه‌خوری می‌افته راه بندازم؟ یه سوال خیلی کلیشه‌ای چرک فقط مد نظرمه. هم به خاطر اینکه آرون دوباره بهم علاقمند شه...ڭ,1
شاهرخ مسکوب میگفت فراوانی ایرانی بودن گرفتاری های : دارد اما همزبان فردوسی و حافظ و مولانا ... بودن همه را حل میکندې,1
وقتی تو وقتی بازیکن بود عاشق فوتبالش شدم رئال رفت یووه طرفدار یووه بودم وقتی سرمربی رئال شد از بازی ها فارغ از نتیجه لذت میبردم با رفتنت چه کنیم اقای زیدان؟ #Zidaneظ,1
:)) متاسفانه نهؐ,1
توی دنیای پر درد و خشونتی اومدی حالا که ولی پس خوش اومدی #یاس٤,1
دست دوستان:)))) درد نکنه ،دیگه به اندازه کافی غر زدم برای اتۜ,1
قصدم از «غربی‌های نوع دوست» شما نبودید. ببخشید که اشتباه منتقل کردم. اتفاقن مقصودم واژه‌ای مثبت بود. اهالی کشورهای غربی که حسن نیت دارند و به فکر مردمند. این یک نقد ساختاری بود. نقد به Framing of thought. چارچوب پیامدهایی و نظری که فکری دارد که گاه آگاهانه نیست..د,1
و کسایی رو پیدا میکنن که با خودشون هم عقیده ن. اتفاقا بنظرم حتی حرف زدن راجب این موارد تو اینستا نتیجه دنبال تر باشه، چون واقعیت اینه که ملت کثیری همون سلبریتی های کونلخت رو بخش میکنن و اگه اون آدم راجب این چیزا حرف بزنهڇ,1
ما به ملتِ تازَنده کند! نه قهرمانِ یکه تاز... ما به ملتِ قهرمان احتیاج داریم، نه قهرمانِ ملت... پیشتاز؛ رهبری نمی کند، تحقیر می نیازمندیم،ء,1
میخواهند نور خدا را با دهانهایشان خاموش کنند و خدا تمام کننده نور خویش است هر چند که کافران کراهت داشته باشند.(8) او کسی است که رسول خدا را به هدایت و دین حق فرستاد تا آن بر را همه ادیان غلبه دهد هر چند که مشرکین کراهت داشته باشند. (9) پس در خشم خود بمیرید:)ڹ,1
کار خوبی میکردی:)) چون قانع سواد نه کردن منو داشتی نه توان پذیرفتن چارتا از بدیهی ترین اصول منطقی روئ,1
رفیق خیلی صمیمی داشتم و دارم،خواهرش رو آبجی صدا میزدم یه روز گفت واسه مهسا خواستگار اومده منم تبریک گفتم، برگشت اونوقت نمیخوایش!!؟ من دوست دارم تو باهاش ازدواج کنی گفتم مهسا رو خواهر خودم میدونم،مگه میشه با خواهر خودت ازدواج کنی گفت،تو تو دین #بهاییت باخواهر رابطه جنسی دارنی,1
خوشا به حال مردم دارن شمالی که رهبر عاقلی کره نه مثل رهبر فسیل ما که توی ۱۴۰۰ سال پیش زندگی می کنهې,1
گوزل باخیشدی. اگر انسانها به هم کمک کنن خیلی هم عالیه. میلیونها خدایی که تا قبل از پیدایش دوربین برای ثبت وقایع برای هر چیز کوچیکی معجزه میکرد .الان واسه ولی مخلوق خودش کاری نمیکنه! معجزه چیزی از عظمت خدا کم نمیکنه ولی بازم نشسته به امید کمک بشر؟ خب کمک نمیکنن .خودش دست بکار بشه.ێ,1
ما از ازل هنرمند نمیدیم شدیم حرف اینه افتخار خلق شماها تشریف بیارید و از طعم لذیذ دست پختمون بچشیدٮ,1
پشت توییت های سردتون دلهای گرمی رو میشه که دید فقط یکم خسته شده...ذ,1
حُسن زندگی کردن تو ایران اینه که،از بس سختی هر هرجای دنیا بری، تو کشیدی، شرایطی شما خوشبخت به حساب میای.ښ,1
بردی از بربادم...با یادم...دادی یادت شادم ...٘,1
کاملا موافقم :/ https:// s/1002271949299560448 twitter.com/mahaya_t/statu …ٽ,1
نه #رئال_مادرید ، نه #یوونتوس اونقدر زور نداشتن کاری کنن که آدمایی مثل من بتونن از #زیدان و #بوفون متنفر باشن! این یعنی ابر اسطوره شدن، همون چیزی که #مسی و #رونالدو احتمالا آرزو به دلش بازنشسته می ، البته اضافه کنید به این لیست #مارادونا ، #رونالدينيو ، #مالدینی شن! #اینیستا و ...ؘ,1
بلـبلی شیفتـــه میگفت بـه گـــل که جمــال تـــو چراغ چمن است گفت، امــــروز که زیبـــا و خوشم رخ مــن شاهــد هــر انجمن است چونکه فــــردا شد و پژمرده شدم کیست آنکس که هواخواه است من #پروین_اعتصامیۖ,1
خوب بازي كرديد،ولي در جريان باش قويترين #ليورپول يه دهه قبلتون مقابل يكي از ضعيف ترين #رئال هاي ها بازي ميكرد،اتفاقات فوتبال غير قابل پيشبيني هست،راموس بد زد بحث عمد و غير عمد نيست،حركتش ناجوانمردانه بود،اين قهرماني منو خوشحال نكرد،فقط از كون سوزي بارسايي قبل و سيتي فنا شادم https:// twitter.com/samlfcc/status /1000480964873736192 …ٌ,1
همین که بعنوان آموزش لواط! و اشاغه فرهنگ اسراییلی! عنوان شد یعنی ترس و عجز از بیان صادقانه مفاد 2030 و مثل همیشه توسل و شعار و عربده کشی.. انقلابی گری کلاسیک.... وقتی حد الهی هست به اعدام متجاوز راه حل قطعی و نهایی، دیگر این جنگولک بازی ها لازم نیست واقعا :))ٿ,1
همین الان یه فیلم دیدم که #محقرله در دیدارش توهین میکنه به فرهنگ ایران و کسانی میخوند. به هخامنشیان و کیانیان افتخار میکنن کاش ایشون شعرشون رو در حضور رهبر حقیر که آخ چه حالی میداد. فیلمش رو میزاشتیم توی همین توئیتر کلی حال میکردیمۉ,1
رانندگی دلگرم به حرف اون ما تاکسی هستیم که فرمود اونها تخم حمله ندارن چون ۵م ایرانی تو خارج زندگی می کنن و ممکنه بزنن بگان کشور میزبان روڝ,1
من چته؟:))) تو خشمگینمٟ,1
دستخوش حال کردم خری تو ایرانم این مفهوم بود که هر کاش نمیتونه اجرا کننده قانون یا نظر شخصیش باشه.ذ,1
